                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 1.2063,                0.73493,                 1.0563,                0.64712,                0.50276,                0.52601,                0.22549,                 2.1168,                 1.9721,                 1.5473,              0.0012735,              0.0012735,              0.0012735
                     95,                 1.0879,                 0.6954,                  1.047,                0.55308,                0.51934,                0.50251,                0.20617,                 2.1718,                  1.887,                 1.5683,              0.0012657,              0.0012657,              0.0012657
                     96,                 1.1892,                0.71985,                 1.0561,                0.55961,                0.51952,                0.50382,                0.20885,                 2.1376,                 1.7763,                 1.5921,              0.0012579,              0.0012579,              0.0012579
                     97,                 1.1815,                0.72053,                  1.048,                 0.4514,                0.50829,                0.44195,                0.17163,                 2.1933,                 1.8496,                 1.6375,              0.0012501,              0.0012501,              0.0012501
                     98,                 1.2255,                0.73861,                  1.066,                0.50191,                0.48066,                0.44542,                0.17592,                 2.1648,                 1.8928,                 1.5548,              0.0012423,              0.0012423,              0.0012423
                     99,                 1.1103,                0.73756,                 1.0518,                0.55104,                0.41989,                0.41404,                0.17691,                 2.1337,                 2.2291,                 1.5053,              0.0012345,              0.0012345,              0.0012345
                    100,                 1.1824,                0.73582,                 1.0431,                0.47635,                0.37569,                 0.3631,                0.14385,                 2.2091,                  2.492,                 1.5274,              0.0012266,              0.0012266,              0.0012266
                    101,                 1.2334,                0.77937,                 1.0648,                0.50622,                0.48712,                 0.3994,                0.16241,                 2.1412,                 2.2111,                 1.4864,              0.0012188,              0.0012188,              0.0012188
                    102,                  1.165,                0.72589,                  1.071,                0.54023,                0.52486,                0.50547,                0.20684,                 2.1496,                 1.8506,                 1.5131,               0.001211,               0.001211,               0.001211
                    103,                 1.1153,                0.70919,                 1.0182,                 0.5573,                0.51934,                0.49654,                0.20707,                 2.1928,                 1.7088,                 1.5544,              0.0012032,              0.0012032,              0.0012032
                    104,                 1.2493,                0.72972,                 1.0628,                0.62889,                0.54696,                0.54516,                0.21951,                 2.1517,                 1.6901,                  1.532,              0.0011954,              0.0011954,              0.0011954
                    105,                  1.152,                0.76789,                 1.0645,                0.58722,                0.55249,                0.48623,                0.19496,                 2.1402,                 1.7904,                  1.546,              0.0011876,              0.0011876,              0.0011876
                    106,                 1.1888,                0.72371,                 1.0416,                0.59896,                0.56354,                0.48398,                0.18761,                 2.1294,                 1.8166,                 1.5216,              0.0011798,              0.0011798,              0.0011798
                    107,                 1.0416,                0.64277,                0.99705,                0.57822,                 0.5529,                0.51263,                0.21535,                 2.0877,                 1.6332,                 1.4915,               0.001172,               0.001172,               0.001172
                    108,                 1.1382,                0.70324,                 1.0163,                0.55579,                0.58011,                0.53379,                0.22474,                 2.0239,                 1.5212,                 1.4523,              0.0011641,              0.0011641,              0.0011641
                    109,                 1.0793,                0.68247,                 1.0243,                0.69401,                0.47617,                0.52359,                0.20969,                 2.0169,                   1.67,                  1.471,              0.0011563,              0.0011563,              0.0011563
                    110,                 1.1136,                0.69354,                 1.0307,                0.53891,                0.54696,                0.48811,                0.18866,                 2.0526,                  1.788,                 1.4876,              0.0011485,              0.0011485,              0.0011485
                    111,                 1.1466,                0.70538,                 1.0529,                0.56261,                0.54144,                0.48584,                0.19146,                 2.0976,                 1.7241,                 1.4812,              0.0011407,              0.0011407,              0.0011407
                    112,                 1.2042,                0.67636,                 1.0481,                0.68455,                0.49157,                0.54866,                0.22589,                 2.1019,                 1.7509,                 1.4594,              0.0011329,              0.0011329,              0.0011329
                    113,                 1.1269,                0.70145,                 1.0429,                 0.7244,                0.55249,                0.58285,                0.24709,                 2.0308,                 1.6852,                 1.4482,              0.0011251,              0.0011251,              0.0011251
                    114,                 1.0593,                0.65483,                  1.012,                0.64245,                0.56906,                  0.555,                0.23463,                 2.0612,                  1.724,                 1.4807,              0.0011173,              0.0011173,              0.0011173
                    115,                 1.1531,                0.67261,                 1.0231,                0.65531,                0.54696,                0.53647,                0.21233,                 2.1094,                 1.7969,                 1.5145,              0.0011095,              0.0011095,              0.0011095
                    116,                 1.0855,                 0.6832,                 1.0392,                0.63898,                 0.5574,                0.54432,                0.22956,                 2.0209,                 1.7613,                 1.4868,              0.0011017,              0.0011017,              0.0011017
                    117,                 1.0754,                0.69031,                 1.0424,                0.61635,                0.50829,                0.53675,                0.23156,                  2.064,                 1.8046,                 1.5263,              0.0010938,              0.0010938,              0.0010938
                    118,                 1.0755,                0.68235,                 1.0587,                0.61556,                0.45856,                0.49583,                0.21317,                 2.1182,                 1.9558,                 1.5559,               0.001086,               0.001086,               0.001086
                    119,                 1.1311,                0.67215,                  1.033,                0.55609,                0.43603,                0.45946,                0.20454,                 2.0958,                  1.967,                 1.5441,              0.0010782,              0.0010782,              0.0010782
                    120,                 1.1121,                0.67871,                 1.0163,                0.58197,                0.40331,                0.46874,                 0.2036,                 2.1068,                 1.9007,                 1.5448,              0.0010704,              0.0010704,              0.0010704
                    121,                 1.1012,                0.67982,                 1.0188,                 0.5862,                 0.4696,                0.47655,                0.20552,                  2.146,                 1.8937,                 1.5828,              0.0010626,              0.0010626,              0.0010626
                    122,                 1.0946,                0.66532,                 1.0332,                0.58879,                0.45882,                0.48349,                0.20918,                 2.1547,                 1.9739,                 1.5928,              0.0010548,              0.0010548,              0.0010548
                    123,                 1.1394,                0.68354,                 1.0032,                0.55545,                0.39779,                0.43709,                 0.2021,                 2.1116,                 2.1002,                  1.592,               0.001047,               0.001047,               0.001047
                    124,                 1.1028,                0.65144,                 1.0237,                0.64388,                0.32597,                0.42384,                0.18408,                 2.0743,                 2.0922,                 1.5419,              0.0010392,              0.0010392,              0.0010392
                    125,                 1.0766,                0.64897,                 1.0183,                0.50499,                0.38891,                0.43519,                0.17702,                  2.159,                 2.0076,                 1.5569,              0.0010313,              0.0010313,              0.0010313
                    126,                 1.0769,                0.66249,                 1.0251,                0.68158,                0.32044,                0.40621,                0.17799,                 2.1329,                  1.984,                 1.5601,              0.0010235,              0.0010235,              0.0010235
                    127,                 1.0939,                 0.6329,                0.99585,                0.60274,                0.33149,                0.34339,                 0.1612,                 2.1052,                 2.1031,                 1.5731,              0.0010157,              0.0010157,              0.0010157
                    128,                 1.0338,                 0.6368,                 1.0087,                0.53122,                0.33182,                0.34047,                0.16142,                 2.0956,                 2.2022,                 1.6038,              0.0010079,              0.0010079,              0.0010079
                    129,                 1.1133,                0.66197,                 1.0302,                0.55407,                0.30387,                0.31489,                0.14293,                 2.2223,                 2.3331,                 1.7011,              0.0010001,              0.0010001,              0.0010001
                    130,                 1.0706,                0.66298,                 1.0244,                0.57033,                0.28729,                0.29926,                0.12363,                 2.2924,                  2.526,                  1.757,             0.00099229,             0.00099229,             0.00099229
                    131,                 1.0759,                0.67752,                 1.0094,                0.55862,                0.27624,                0.27046,                0.11298,                 2.2631,                 2.7643,                 1.7165,             0.00098448,             0.00098448,             0.00098448
                    132,                 1.0236,                0.65369,                 1.0118,                0.50798,                0.23388,                0.20809,                0.08455,                  2.303,                 3.3028,                 1.7105,             0.00097666,             0.00097666,             0.00097666
                    133,                0.99562,                0.64541,                0.98735,                0.58965,                0.29834,                0.27532,                0.11807,                 2.2353,                 3.0084,                 1.6645,             0.00096885,             0.00096885,             0.00096885
                    134,                  1.013,                0.61549,                 1.0087,                0.59098,                0.40713,                0.44014,                0.19085,                 2.1468,                 2.2805,                 1.6108,             0.00096104,             0.00096104,             0.00096104
                    135,                 1.0816,                  0.635,                0.98817,                0.67555,                0.51768,                0.56005,                 0.2524,                 2.0755,                 1.6956,                 1.5578,             0.00095323,             0.00095323,             0.00095323
                    136,                 1.0543,                0.60853,                0.99372,                0.77145,                0.57813,                0.60244,                0.25869,                 2.1067,                 1.6976,                 1.5731,             0.00094542,             0.00094542,             0.00094542
                    137,                 1.0478,                 0.6233,                 1.0165,                0.66289,                0.55801,                0.54822,                0.23871,                 2.1111,                 1.7625,                 1.5469,             0.00093761,             0.00093761,             0.00093761
                    138,                 1.0988,                 0.6489,                  1.025,                0.64925,                0.49171,                0.48618,                0.22489,                 2.0778,                  1.837,                 1.5267,             0.00092979,             0.00092979,             0.00092979
                    139,                   1.03,                0.64289,                 1.0317,                0.69749,                0.45859,                0.50341,                0.23442,                 2.0223,                 1.9509,                 1.4806,             0.00092198,             0.00092198,             0.00092198
                    140,                0.96446,                0.60952,                0.98677,                0.70491,                0.44873,                0.51603,                0.23321,                 2.0289,                 2.0438,                 1.4813,             0.00091417,             0.00091417,             0.00091417
                    141,                 1.0007,                0.62914,                 1.0082,                0.65488,                0.41989,                0.49602,                 0.2284,                 2.0347,                 2.0661,                 1.5012,             0.00090636,             0.00090636,             0.00090636
                    142,                 1.0288,                0.63106,                 1.0035,                0.78264,                0.37798,                0.47074,                0.22342,                 2.0794,                 2.0831,                 1.5353,             0.00089855,             0.00089855,             0.00089855
                    143,                 1.0184,                0.61444,                0.99811,                0.69615,                0.35912,                0.42362,                0.19413,                 2.1323,                 2.2828,                 1.5606,             0.00089074,             0.00089074,             0.00089074
                    144,                 1.0752,                0.62529,                 1.0165,                0.64767,                0.35547,                0.41273,                0.18429,                 2.1335,                 2.4396,                 1.5674,             0.00088292,             0.00088292,             0.00088292
                    145,                0.99422,                0.59694,                0.99781,                0.59637,                0.35917,                0.41487,                0.18904,                 2.1523,                 2.4773,                   1.58,             0.00087511,             0.00087511,             0.00087511
                    146,                0.98497,                0.57985,                0.98307,                0.61723,                0.34746,                0.41013,                0.18053,                  2.199,                 2.7193,                 1.6027,              0.0008673,              0.0008673,              0.0008673
                    147,                0.98278,                0.60864,                0.98969,                0.66411,                0.29834,                0.38245,                0.17599,                 2.2022,                 2.8951,                 1.6261,             0.00085949,             0.00085949,             0.00085949
                    148,                0.97926,                0.57416,                0.96313,                0.65659,                0.28729,                0.41095,                0.19263,                 2.1598,                 2.8638,                 1.5897,             0.00085168,             0.00085168,             0.00085168
                    149,                0.94412,                0.55452,                0.94236,                0.70346,                0.28729,                0.43494,                0.20646,                 2.1324,                 2.7951,                 1.5769,             0.00084387,             0.00084387,             0.00084387
                    150,                0.93559,                0.57826,                0.98788,                0.70802,                0.29476,                0.41956,                0.20534,                 2.0984,                 2.5738,                 1.5735,             0.00083605,             0.00083605,             0.00083605
                    151,                 0.9564,                0.61208,                0.99128,                0.75615,                0.32597,                0.42429,                0.20226,                 2.0981,                 2.4081,                 1.5756,             0.00082824,             0.00082824,             0.00082824
                    152,                0.94169,                0.58158,                0.97247,                0.64907,                0.38122,                  0.492,                0.22921,                 2.0871,                 2.0751,                 1.5619,             0.00082043,             0.00082043,             0.00082043
